seed,scenario,scenario_label,agent_id,policy_class_name,score,infrastructure,production_sites,advanced_sites,innovation
500075,hoarding,Hoarding,2,HoardingTradePolicy,9,4,1,0,8
500075,hoarding,Hoarding,3,HoardingTradePolicy,11,3,0,1,7
500075,hoarding,Hoarding,4,HoardingTradePolicy,23,12,4,1,6
500075,mixed,Mixed,0,CompetitiveTradePolicy,41,13,2,4,4
500075,mixed,Mixed,1,HoardingTradePolicy,17,8,2,1,3
500075,mixed,Mixed,2,FairnessSensitiveTradePolicy,6,3,1,0,8
500075,mixed,Mixed,3,SelfishTradePolicy,9,5,1,0,9
500075,mixed,Mixed,4,CooperativeTradePolicy,25,13,1,2,7
500075,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,39,13,3,3,7
500075,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,22,8,1,2,6
500075,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,9,4,1,0,11
500075,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,17,8,2,1,7
500075,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,33,11,2,3,3
500075,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,43,12,0,5,3
500075,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,34,14,4,2,5
500075,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,9,3,1,0,9
500075,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,28,10,3,2,7
500075,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,14,10,1,1,5
500076,need_based,Need-based,0,NeedBasedTradePolicy,46,13,0,5,3
500076,need_based,Need-based,1,NeedBasedTradePolicy,35,10,0,4,4
500076,need_based,Need-based,2,NeedBasedTradePolicy,13,7,1,1,2
500076,need_based,Need-based,3,NeedBasedTradePolicy,38,11,1,4,4
500076,need_based,Need-based,4,NeedBasedTradePolicy,30,8,0,3,6
500076,cooperative,Cooperative,0,CooperativeTradePolicy,36,11,2,3,5
500076,cooperative,Cooperative,1,CooperativeTradePolicy,27,7,0,3,3
500076,cooperative,Cooperative,2,CooperativeTradePolicy,30,8,1,3,4
500076,cooperative,Cooperative,3,CooperativeTradePolicy,46,18,3,4,2
500076,cooperative,Cooperative,4,CooperativeTradePolicy,14,4,1,1,4
500076,hoarding,Hoarding,0,HoardingTradePolicy,39,14,1,4,1
500076,hoarding,Hoarding,1,HoardingTradePolicy,22,12,1,2,4
500076,hoarding,Hoarding,2,HoardingTradePolicy,14,4,1,1,6
500076,hoarding,Hoarding,3,HoardingTradePolicy,44,12,2,4,7
500076,hoarding,Hoarding,4,HoardingTradePolicy,19,9,0,2,4
500076,mixed,Mixed,0,CooperativeTradePolicy,24,9,2,2,2
500076,mixed,Mixed,1,FairnessSensitiveTradePolicy,47,14,1,5,1
500076,mixed,Mixed,2,CompetitiveTradePolicy,9,5,2,0,5
500076,mixed,Mixed,3,HoardingTradePolicy,25,7,1,2,6
500076,mixed,Mixed,4,SelfishTradePolicy,11,4,0,1,4
500076,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,25,12,1,2,7
500076,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,22,17,1,2,0
500076,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,12,7,3,0,6
500076,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,27,8,0,3,7
500076,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,14,6,1,1,6
500076,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,25,13,1,2,4
500076,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,16,9,2,1,2
500076,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,22,8,0,2,5
500076,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,36,12,3,3,5
500076,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,19,6,0,2,5
500077,need_based,Need-based,0,NeedBasedTradePolicy,34,9,0,4,2
500077,need_based,Need-based,1,NeedBasedTradePolicy,44,16,2,4,3
500077,need_based,Need-based,2,NeedBasedTradePolicy,22,6,1,2,4
500077,need_based,Need-based,3,NeedBasedTradePolicy,19,5,0,2,4
500077,need_based,Need-based,4,NeedBasedTradePolicy,30,9,0,3,5
500077,cooperative,Cooperative,0,CooperativeTradePolicy,31,11,3,2,5
500077,cooperative,Cooperative,1,CooperativeTradePolicy,27,9,0,3,7
500077,cooperative,Cooperative,2,CooperativeTradePolicy,25,8,2,2,3
500077,cooperative,Cooperative,3,CooperativeTradePolicy,22,5,0,2,9
500077,cooperative,Cooperative,4,CooperativeTradePolicy,25,9,2,2,4
500077,hoarding,Hoarding,0,HoardingTradePolicy,17,7,2,1,3
500077,hoarding,Hoarding,1,HoardingTradePolicy,33,9,1,3,8
500077,hoarding,Hoarding,2,HoardingTradePolicy,9,6,2,0,5
500077,hoarding,Hoarding,3,HoardingTradePolicy,17,4,1,1,8
500077,hoarding,Hoarding,4,HoardingTradePolicy,9,4,2,0,8
500077,mixed,Mixed,0,CooperativeTradePolicy,9,4,2,0,4
500077,mixed,Mixed,1,SelfishTradePolicy,17,6,2,1,6
500077,mixed,Mixed,2,FairnessSensitiveTradePolicy,14,7,1,1,5
500077,mixed,Mixed,3,HoardingTradePolicy,9,5,1,0,10
500077,mixed,Mixed,4,CompetitiveTradePolicy,20,7,2,1,6
500077,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,27,8,0,3,3
500077,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,33,14,1,3,6
500077,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,17,4,1,1,7
500077,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,22,8,1,2,5
500077,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,27,9,0,3,3
500077,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,24,13,4,1,1
500077,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,30,8,1,3,7
500077,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,6,6,1,0,3
500077,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,9,3,1,0,11
500077,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,29,8,1,3,2
500078,need_based,Need-based,0,NeedBasedTradePolicy,30,10,1,3,3
500078,need_based,Need-based,1,NeedBasedTradePolicy,34,17,2,3,1
500078,need_based,Need-based,2,NeedBasedTradePolicy,30,10,1,3,5
500078,need_based,Need-based,3,NeedBasedTradePolicy,27,8,0,3,3
500078,need_based,Need-based,4,NeedBasedTradePolicy,33,11,1,3,6
500078,cooperative,Cooperative,0,CooperativeTradePolicy,20,10,3,1,6
500078,cooperative,Cooperative,1,CooperativeTradePolicy,28,10,3,2,3
500078,cooperative,Cooperative,2,CooperativeTradePolicy,22,8,1,2,4
500078,cooperative,Cooperative,3,CooperativeTradePolicy,33,10,1,3,8
500078,cooperative,Cooperative,4,CooperativeTradePolicy,36,13,2,3,4
500078,hoarding,Hoarding,0,HoardingTradePolicy,31,11,3,2,3
500078,hoarding,Hoarding,1,HoardingTradePolicy,9,4,2,0,6
500078,hoarding,Hoarding,2,HoardingTradePolicy,25,9,2,2,6
500078,hoarding,Hoarding,3,HoardingTradePolicy,17,4,1,1,8
500078,hoarding,Hoarding,4,HoardingTradePolicy,22,11,1,2,4
500078,mixed,Mixed,0,CompetitiveTradePolicy,30,15,3,2,2
500078,mixed,Mixed,1,SelfishTradePolicy,14,9,1,1,4
500078,mixed,Mixed,2,HoardingTradePolicy,17,8,2,1,3
500078,mixed,Mixed,3,FairnessSensitiveTradePolicy,23,10,3,1,6
500078,mixed,Mixed,4,CooperativeTradePolicy,11,10,0,1,3
500078,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,15,10,4,0,4
500078,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,28,17,2,2,3
500078,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,22,6,1,2,6
500078,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,23,9,3,1,9
500078,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,25,8,2,2,6
500078,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,32,12,4,2,1
500078,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,24,12,2,2,2
500078,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,9,5,2,0,9
500078,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,31,12,3,2,10
500078,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,20,9,3,1,9
500079,need_based,Need-based,0,NeedBasedTradePolicy,33,11,2,3,6
500079,need_based,Need-based,1,NeedBasedTradePolicy,37,13,4,2,6
500079,need_based,Need-based,2,NeedBasedTradePolicy,22,7,1,2,4
500079,need_based,Need-based,3,NeedBasedTradePolicy,23,11,4,1,3
500079,need_based,Need-based,4,NeedBasedTradePolicy,30,11,1,3,3
500079,cooperative,Cooperative,0,CooperativeTradePolicy,22,8,1,2,6
500079,cooperative,Cooperative,1,CooperativeTradePolicy,25,10,2,2,3
500079,cooperative,Cooperative,2,CooperativeTradePolicy,9,3,1,0,10
500079,cooperative,Cooperative,3,CooperativeTradePolicy,31,14,3,2,6
500079,cooperative,Cooperative,4,CooperativeTradePolicy,20,11,3,1,3
500079,hoarding,Hoarding,0,HoardingTradePolicy,14,7,1,1,5
500079,hoarding,Hoarding,1,HoardingTradePolicy,26,12,4,1,7
500079,hoarding,Hoarding,2,HoardingTradePolicy,11,4,0,1,7
500079,hoarding,Hoarding,3,HoardingTradePolicy,33,11,2,3,4
500079,hoarding,Hoarding,4,HoardingTradePolicy,36,15,0,4,1
500079,mixed,Mixed,0,HoardingTradePolicy,34,12,4,2,6
500079,mixed,Mixed,1,SelfishTradePolicy,14,10,1,1,3
500079,mixed,Mixed,2,CooperativeTradePolicy,6,5,1,0,3
500079,mixed,Mixed,3,CompetitiveTradePolicy,31,11,3,2,9
500079,mixed,Mixed,4,FairnessSensitiveTradePolicy,30,11,1,3,5
500079,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,25,10,2,2,7
500079,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,25,10,2,2,6
500079,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,9,4,1,0,7
500079,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,31,15,3,2,3
500079,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,25,14,2,2,4
500079,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,22,7,1,2,5
500079,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,21,12,5,0,5
500079,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,19,5,0,2,6
500079,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,33,9,1,3,7
500079,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,22,9,1,2,3
500080,need_based,Need-based,0,NeedBasedTradePolicy,33,10,2,3,5
500080,need_based,Need-based,1,NeedBasedTradePolicy,41,12,1,4,3
500080,need_based,Need-based,2,NeedBasedTradePolicy,14,7,1,1,4
500080,need_based,Need-based,3,NeedBasedTradePolicy,41,11,1,4,6
500080,need_based,Need-based,4,NeedBasedTradePolicy,33,10,2,3,3
500080,cooperative,Cooperative,0,CooperativeTradePolicy,30,12,3,2,2
500080,cooperative,Cooperative,1,CooperativeTradePolicy,20,6,2,1,9
500080,cooperative,Cooperative,2,CooperativeTradePolicy,3,6,0,0,4
500080,cooperative,Cooperative,3,CooperativeTradePolicy,30,10,1,3,5
500080,cooperative,Cooperative,4,CooperativeTradePolicy,17,8,2,1,4
500080,hoarding,Hoarding,0,HoardingTradePolicy,22,8,1,2,4
500080,hoarding,Hoarding,1,HoardingTradePolicy,15,8,3,0,7
500080,hoarding,Hoarding,2,HoardingTradePolicy,14,4,1,1,5
500080,hoarding,Hoarding,3,HoardingTradePolicy,30,9,1,3,7
500080,hoarding,Hoarding,4,HoardingTradePolicy,36,11,2,3,6
500080,mixed,Mixed,0,CooperativeTradePolicy,20,8,3,1,6
500080,mixed,Mixed,1,HoardingTradePolicy,12,8,3,0,7
500080,mixed,Mixed,2,SelfishTradePolicy,14,6,1,1,3
500080,mixed,Mixed,3,CompetitiveTradePolicy,31,10,2,2,10
500080,mixed,Mixed,4,FairnessSensitiveTradePolicy,19,9,0,2,4
500080,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,20,8,3,1,4
500080,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,31,11,3,2,3
500080,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,9,4,1,0,8
500080,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,38,10,1,4,8
500080,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,22,9,1,2,4
500080,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,20,10,3,1,4
500080,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,31,12,3,2,6
500080,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,11,4,0,1,6
500080,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,19,5,0,2,5
500080,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,30,8,0,3,6
500081,need_based,Need-based,0,NeedBasedTradePolicy,27,8,0,3,4
500081,need_based,Need-based,1,NeedBasedTradePolicy,43,13,2,4,2
500081,need_based,Need-based,2,NeedBasedTradePolicy,28,10,3,2,5
500081,need_based,Need-based,3,NeedBasedTradePolicy,33,8,1,3,8
500081,need_based,Need-based,4,NeedBasedTradePolicy,19,11,0,2,4
500081,cooperative,Cooperative,0,CooperativeTradePolicy,29,9,1,3,2
500081,cooperative,Cooperative,1,CooperativeTradePolicy,10,8,0,1,2
500081,cooperative,Cooperative,2,CooperativeTradePolicy,14,6,1,1,4
500081,cooperative,Cooperative,3,CooperativeTradePolicy,44,14,1,4,9
500081,cooperative,Cooperative,4,CooperativeTradePolicy,30,8,1,3,4
500081,hoarding,Hoarding,0,HoardingTradePolicy,17,12,4,0,2
500081,hoarding,Hoarding,1,HoardingTradePolicy,27,8,0,3,4
500081,hoarding,Hoarding,2,HoardingTradePolicy,19,5,0,2,7
500081,hoarding,Hoarding,3,HoardingTradePolicy,22,4,0,2,8
500081,hoarding,Hoarding,4,HoardingTradePolicy,17,10,2,1,4
500081,mixed,Mixed,0,SelfishTradePolicy,28,10,3,2,6
500081,mixed,Mixed,1,CompetitiveTradePolicy,26,12,4,1,6
500081,mixed,Mixed,2,CooperativeTradePolicy,11,5,0,1,4
500081,mixed,Mixed,3,FairnessSensitiveTradePolicy,33,9,1,3,8
500081,mixed,Mixed,4,HoardingTradePolicy,35,10,0,4,4
500081,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,34,12,4,2,6
500081,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,28,12,3,2,5
500081,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,17,4,1,1,9
500081,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,22,8,1,2,8
500081,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,14,7,1,1,6
500081,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,27,9,0,3,3
500081,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,15,9,2,1,1
500081,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,11,4,0,1,4
500081,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,38,10,0,4,12
500081,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,16,12,1,1,2
500082,need_based,Need-based,0,NeedBasedTradePolicy,34,13,4,2,3
500082,need_based,Need-based,1,NeedBasedTradePolicy,14,12,1,1,4
500082,need_based,Need-based,2,NeedBasedTradePolicy,9,3,1,0,8
500082,need_based,Need-based,3,NeedBasedTradePolicy,23,10,4,1,5
500082,need_based,Need-based,4,NeedBasedTradePolicy,19,5,0,2,5
500082,cooperative,Cooperative,0,CooperativeTradePolicy,44,14,2,4,4
500082,cooperative,Cooperative,1,CooperativeTradePolicy,25,9,0,3,1
500082,cooperative,Cooperative,2,CooperativeTradePolicy,15,6,3,0,5
500082,cooperative,Cooperative,3,CooperativeTradePolicy,38,11,1,4,5
500082,cooperative,Cooperative,4,CooperativeTradePolicy,35,11,0,4,4
500082,hoarding,Hoarding,0,HoardingTradePolicy,18,11,4,0,5
500082,hoarding,Hoarding,1,HoardingTradePolicy,33,11,2,3,4
500082,hoarding,Hoarding,2,HoardingTradePolicy,22,10,1,2,4
500082,hoarding,Hoarding,3,HoardingTradePolicy,20,8,2,1,9
500082,hoarding,Hoarding,4,HoardingTradePolicy,22,9,1,2,3
500082,mixed,Mixed,0,CooperativeTradePolicy,24,8,2,2,2
500082,mixed,Mixed,1,SelfishTradePolicy,39,10,2,3,7
500082,mixed,Mixed,2,HoardingTradePolicy,30,10,1,3,4
500082,mixed,Mixed,3,CompetitiveTradePolicy,35,9,0,4,6
500082,mixed,Mixed,4,FairnessSensitiveTradePolicy,30,10,1,3,4
500082,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,37,17,5,2,4
500082,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,28,11,3,2,7
500082,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,14,5,1,1,6
500082,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,35,9,0,4,5
500082,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,20,6,2,1,10
500082,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,42,14,4,3,3
500082,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,21,9,1,2,2
500082,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,9,4,2,0,8
500082,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,36,14,3,3,6
500082,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,25,8,1,2,8
500083,need_based,Need-based,0,NeedBasedTradePolicy,36,14,2,3,6
500083,need_based,Need-based,1,NeedBasedTradePolicy,38,15,3,3,2
500083,need_based,Need-based,2,NeedBasedTradePolicy,17,6,2,1,5
500083,need_based,Need-based,3,NeedBasedTradePolicy,27,6,0,3,3
500083,need_based,Need-based,4,NeedBasedTradePolicy,26,9,0,3,2
500083,cooperative,Cooperative,0,CooperativeTradePolicy,25,10,0,3,1
500083,cooperative,Cooperative,1,CooperativeTradePolicy,31,13,3,2,4
500083,cooperative,Cooperative,2,CooperativeTradePolicy,22,7,1,2,4
500083,cooperative,Cooperative,3,CooperativeTradePolicy,33,10,1,3,5
500083,cooperative,Cooperative,4,CooperativeTradePolicy,6,9,1,0,3
500083,hoarding,Hoarding,0,HoardingTradePolicy,31,12,3,2,3
500083,hoarding,Hoarding,1,HoardingTradePolicy,17,9,2,1,4
500083,hoarding,Hoarding,2,HoardingTradePolicy,12,7,3,0,8
500083,hoarding,Hoarding,3,HoardingTradePolicy,12,5,2,0,9
500083,hoarding,Hoarding,4,HoardingTradePolicy,18,10,0,2,2
500083,mixed,Mixed,0,HoardingTradePolicy,10,13,2,0,1
500083,mixed,Mixed,1,CompetitiveTradePolicy,35,11,0,4,3
500083,mixed,Mixed,2,CooperativeTradePolicy,22,7,1,2,4
500083,mixed,Mixed,3,FairnessSensitiveTradePolicy,33,10,1,3,8
500083,mixed,Mixed,4,SelfishTradePolicy,30,11,1,3,4
500083,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,36,14,2,3,5
500083,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,33,14,2,3,5
500083,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,19,6,0,2,4
500083,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,12,4,2,0,6
500083,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,33,12,0,4,1
500083,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,21,11,4,1,1
500083,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,17,8,2,1,5
500083,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,6,3,1,0,6
500083,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,15,6,3,0,10
500083,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,12,11,2,0,3
500084,need_based,Need-based,0,NeedBasedTradePolicy,22,7,1,2,6
500084,need_based,Need-based,1,NeedBasedTradePolicy,37,14,0,4,2
500084,need_based,Need-based,2,NeedBasedTradePolicy,14,8,1,1,4
500084,need_based,Need-based,3,NeedBasedTradePolicy,33,10,1,3,9
500084,need_based,Need-based,4,NeedBasedTradePolicy,21,10,1,2,2
500084,cooperative,Cooperative,0,CooperativeTradePolicy,33,11,2,3,3
500084,cooperative,Cooperative,1,CooperativeTradePolicy,22,10,1,2,3
500084,cooperative,Cooperative,2,CooperativeTradePolicy,17,5,1,1,7
500084,cooperative,Cooperative,3,CooperativeTradePolicy,33,12,1,3,5
500084,cooperative,Cooperative,4,CooperativeTradePolicy,14,5,1,1,3
500084,hoarding,Hoarding,0,HoardingTradePolicy,13,4,1,1,2
500084,hoarding,Hoarding,1,HoardingTradePolicy,47,12,1,5,1
500084,hoarding,Hoarding,2,HoardingTradePolicy,11,2,0,1,9
500084,hoarding,Hoarding,3,HoardingTradePolicy,22,5,0,2,10
500084,hoarding,Hoarding,4,HoardingTradePolicy,10,11,3,0,1
500084,mixed,Mixed,0,FairnessSensitiveTradePolicy,14,6,1,1,3
500084,mixed,Mixed,1,HoardingTradePolicy,24,7,1,2,2
500084,mixed,Mixed,2,CooperativeTradePolicy,14,4,1,1,4
500084,mixed,Mixed,3,CompetitiveTradePolicy,17,6,1,1,7
500084,mixed,Mixed,4,SelfishTradePolicy,14,6,1,1,5
500084,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,14,5,1,1,8
500084,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,26,11,4,1,3
500084,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,11,4,0,1,4
500084,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,41,11,1,4,8
500084,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,29,8,1,3,2
500084,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,36,11,2,3,5
500084,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,28,11,3,2,3
500084,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,9,3,1,0,8
500084,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,30,9,1,3,6
500084,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,14,9,1,1,3
500085,need_based,Need-based,0,NeedBasedTradePolicy,33,11,2,3,5
500085,need_based,Need-based,1,NeedBasedTradePolicy,33,12,2,3,3
500085,need_based,Need-based,2,NeedBasedTradePolicy,14,5,1,1,4
500085,need_based,Need-based,3,NeedBasedTradePolicy,54,15,1,6,0
500085,need_based,Need-based,4,NeedBasedTradePolicy,28,8,2,2,5
500085,cooperative,Cooperative,0,CooperativeTradePolicy,17,7,2,1,5
500085,cooperative,Cooperative,1,CooperativeTradePolicy,17,10,2,1,5
500085,cooperative,Cooperative,2,CooperativeTradePolicy,25,7,1,2,5
500085,cooperative,Cooperative,3,CooperativeTradePolicy,46,14,0,5,3
500085,cooperative,Cooperative,4,CooperativeTradePolicy,27,7,0,3,3
500085,hoarding,Hoarding,0,HoardingTradePolicy,14,7,1,1,4
500085,hoarding,Hoarding,1,HoardingTradePolicy,12,14,2,0,3
500085,hoarding,Hoarding,2,HoardingTradePolicy,9,9,2,0,4
500085,hoarding,Hoarding,3,HoardingTradePolicy,38,12,1,4,5
500085,hoarding,Hoarding,4,HoardingTradePolicy,14,4,0,1,8
500085,mixed,Mixed,0,FairnessSensitiveTradePolicy,26,11,4,1,5
500085,mixed,Mixed,1,SelfishTradePolicy,22,7,1,2,5
500085,mixed,Mixed,2,CompetitiveTradePolicy,22,8,1,2,3
500085,mixed,Mixed,3,HoardingTradePolicy,41,10,1,4,8
500085,mixed,Mixed,4,CooperativeTradePolicy,6,9,1,0,4
500085,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,33,14,2,3,4
500085,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,22,8,1,2,5
500085,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,17,8,2,1,3
500085,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,57,15,0,6,7
500085,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,19,4,0,2,6
500085,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,17,6,2,1,5
500085,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,19,9,3,1,2
500085,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,9,5,2,0,5
500085,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,47,13,2,4,7
500085,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,19,9,0,2,3
500086,need_based,Need-based,0,NeedBasedTradePolicy,37,15,5,2,3
500086,need_based,Need-based,1,NeedBasedTradePolicy,30,10,1,3,5
500086,need_based,Need-based,2,NeedBasedTradePolicy,14,6,1,1,3
500086,need_based,Need-based,3,NeedBasedTradePolicy,25,7,1,2,5
500086,need_based,Need-based,4,NeedBasedTradePolicy,1,9,0,0,1
500086,cooperative,Cooperative,0,CooperativeTradePolicy,45,15,4,3,10
500086,cooperative,Cooperative,1,CooperativeTradePolicy,31,14,4,2,3
500086,cooperative,Cooperative,2,CooperativeTradePolicy,14,6,1,1,7
500086,cooperative,Cooperative,3,CooperativeTradePolicy,14,4,1,1,7
500086,cooperative,Cooperative,4,CooperativeTradePolicy,14,7,1,1,4
500086,hoarding,Hoarding,0,HoardingTradePolicy,36,11,1,4,1
500086,hoarding,Hoarding,1,HoardingTradePolicy,24,19,4,1,1
500086,hoarding,Hoarding,2,HoardingTradePolicy,12,8,3,0,5
500086,hoarding,Hoarding,3,HoardingTradePolicy,14,3,0,1,8
500086,hoarding,Hoarding,4,HoardingTradePolicy,30,10,1,3,5
500086,mixed,Mixed,0,CooperativeTradePolicy,25,9,2,2,6
500086,mixed,Mixed,1,SelfishTradePolicy,35,18,5,2,1
500086,mixed,Mixed,2,HoardingTradePolicy,9,7,2,0,4
500086,mixed,Mixed,3,CompetitiveTradePolicy,30,11,0,3,10
500086,mixed,Mixed,4,FairnessSensitiveTradePolicy,25,10,2,2,4
500086,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,31,16,6,1,2
500086,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,22,10,1,2,6
500086,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,2,10,0,0,2
500086,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,20,6,2,1,8
